year,loc,total,male,female,15-19,15-19m,15-19f,20-24,20-24m,20-24f,25-29,25-29m,25-29f,30-34,30-34m,30-34f,35-39,35-39m,35-39f,40-44,40-44m,40-44f,45-49,45-49m,45-49f,50-54,50-54m,50-54f,55-59,55-59m,55-59f,60-64,60-64m,60-64f,65-,65-m,65-f
88,北部區域,2.8,3.2,2.3,7.7,8.1,7.2,6.4,7.6,5.5,3.7,4.4,2.9,2.5,2.9,1.9,1.9,2.4,1.3,1.8,2.3,0.9,1.9,2.3,1.1,1.8,2.5,0.6,1.6,2.1,0.2,1.2,1.4,0.3,0.3,0.4,0
88,臺北市,2.9,3.3,2.3,9.9,11.7,7.7,8.1,10.8,6.4,4.7,5.7,3.6,2.8,3.1,2.5,2.2,3.1,1.1,1.7,2.3,1.0,1.6,2.0,0.8,1.3,1.6,0.7,1.0,1.3,0.2,0.8,1.1,0,0.5,0.6,0
88,基隆市,4.2,4.5,3.8,9.9,10.1,9.7,10.3,11.0,9.8,5.0,6.1,3.4,4.1,4.7,3.0,3.2,3.8,2.2,2.5,2.8,2.0,2.9,3.6,1.5,2.5,3.1,0.9,1.7,2.2,0,0.1,0.1,0,0,0,0
88,新竹市,2.7,3.3,1.9,5.6,7.3,4.2,4.8,5.4,4.4,3.0,3.4,2.5,3.4,4.7,1.7,1.7,2.5,0.5,1.8,2.1,1.3,1.8,2.3,1.1,2.6,3.2,1.7,2.6,3.9,0,1.2,1.8,0,0,0,0
88,臺北縣,3.0,3.4,2.5,7.8,7.2,8.6,6.5,7.2,6.0,3.6,4.1,3.1,2.5,2.9,1.8,1.8,2.1,1.4,2.0,2.7,0.9,2.3,3.0,1.1,2.4,3.2,0.5,2.1,2.7,0.4,1.8,1.9,1.0,0.3,0.4,0
88,宜蘭縣,3.5,3.6,3.2,10.9,10.1,12.0,7.1,7.5,6.8,4.5,5.4,3.2,2.5,2.2,3.1,2.1,2.6,1.3,2.1,2.3,1.7,2.3,2.5,2.0,3.3,4.3,0.9,3.8,5.0,0.5,0.7,0.7,0.4,0,0,0
88,桃園縣,2.0,2.3,1.5,5.5,7.4,3.8,3.9,5.1,3.0,2.6,3.3,1.8,1.6,1.9,1.2,1.6,1.9,1.0,1.2,1.7,0.5,1.5,1.4,1.6,0.8,1.2,0,0.5,0.7,0,1.0,1.2,0,0,0,0
88,新竹縣,1.8,2.2,1.1,3.6,2.6,4.7,4.9,7.1,3.3,1.7,2.5,0.7,1.2,2.0,0,1.7,1.8,1.6,1.0,1.7,0,0.8,0.5,1.2,2.2,3.3,0,0.4,0.5,0,1.6,2.0,0,1.0,1.1,0
88,中部區域,2.6,2.7,2.3,8.1,7.3,9.0,6.4,7.1,5.8,3.5,4.0,2.9,1.9,2.2,1.5,1.7,2.0,1.1,1.6,2.0,0.9,1.4,1.9,0.4,1.3,1.8,0.2,0.9,1.1,0.6,0.8,1.1,0.1,0.0,0,0.1
88,臺中市,3.1,3.4,2.7,6.9,5.2,9.2,8.2,8.4,8.1,3.6,4.0,3.2,2.3,3.0,1.5,2.6,3.3,1.8,2.3,3.1,1.2,1.7,2.3,0.6,2.1,3.0,0.1,1.3,1.6,0,0.7,0.6,1.2,0,0,0
88,苗栗縣,2.2,2.5,1.9,6.1,7.5,4.5,5.0,7.1,3.3,2.8,3.1,2.3,2.0,2.2,1.5,2.3,2.7,1.7,1.7,1.9,1.4,1.0,1.4,0.4,1.7,2.3,0.2,0.5,0.2,1.6,0.2,0.2,0,0.2,0,1.5
88,臺中縣,3.1,3.3,2.7,9.7,9.5,9.9,7.1,6.9,7.2,4.7,5.6,3.3,1.8,2.2,1.1,1.5,2.0,0.7,1.4,1.8,0.9,2.0,2.9,0.4,1.8,2.5,0.4,1.4,1.5,1.1,1.9,2.4,0.4,0,0,0
88,彰化縣,1.7,1.8,1.5,4.9,2.9,7.2,4.5,5.5,3.6,2.2,2.8,1.1,1.5,1.5,1.5,0.9,1.1,0.5,1.0,1.3,0.4,0.8,1.1,0,0.8,1.0,0.2,0.7,0.9,0,0.1,0.1,0,0,0,0
88,南投縣,3.1,3.2,2.9,10.9,12.7,8.7,7.1,8.8,5.8,4.6,4.2,5.1,3.0,2.9,3.3,1.8,2.2,1.1,2.3,2.9,1.3,1.5,1.7,1.2,1.5,2.3,0,1.3,1.1,1.7,1.1,1.5,0.1,0,0,0
88,雲林縣,2.2,2.3,2.2,9.7,7.2,12.7,6.6,7.9,5.3,3.4,3.3,3.5,1.5,1.8,0.9,1.2,1.4,0.7,1.3,1.6,0.5,1.1,1.6,0.1,0.3,0.4,0.2,0.6,1.0,0,1.0,1.5,0,0,0,0
88,南部區域,3.4,3.7,2.8,11.7,10.6,13.0,7.7,9.0,6.8,4.3,4.8,3.5,2.8,3.5,1.7,2.6,3.3,1.4,2.2,2.9,1.0,2.3,2.8,1.4,2.1,2.9,0.4,1.5,2.0,0.5,0.6,0.8,0.3,0.5,0.6,0.3
88,高雄市,3.8,4.1,3.3,10.7,9.8,11.7,9.1,11.5,7.7,5.0,5.4,4.5,2.5,2.9,1.9,3.2,4.1,1.8,2.6,3.5,1.1,2.3,2.6,1.6,2.3,2.8,0.9,2.4,2.7,1.3,1.2,1.5,0,0.3,0,1.7
88,嘉義市,3.0,3.5,2.3,10.3,7.9,12.2,6.0,6.8,5.4,3.8,3.2,4.6,1.6,1.9,1.1,3.1,4.1,1.6,2.9,4.7,0,3.1,4.5,0.7,1.2,1.8,0.1,0.5,0.7,0,1.9,2.8,0,0,0,0
88,臺南市,4.3,4.6,3.8,16.0,13.5,19.2,10.2,9.9,10.3,4.9,5.5,4.1,3.8,4.8,2.5,3.0,3.8,1.9,2.6,3.2,1.7,2.6,3.7,0.9,2.9,4.0,1.0,1.7,2.4,0,0.4,0.4,0.3,0,0,0
88,嘉義縣,2.8,3.0,2.4,9.0,7.4,11.3,7.4,7.2,7.5,3.7,3.8,3.6,2.6,3.1,1.5,2.1,2.8,0.4,1.9,2.5,0.6,2.5,3.6,0.6,1.0,1.2,0.5,0.3,0.5,0,0.2,0.3,0,0.3,0,0.9
88,臺南縣,3.4,3.9,2.6,12.5,11.8,13.3,7.1,9.0,5.8,4.0,4.8,2.9,2.9,3.9,1.5,3.0,3.8,1.7,2.3,3.0,1.1,2.5,3.0,1.6,2.1,3.0,0.4,2.1,2.5,1.1,1.1,1.3,0.7,0.3,0.5,0
88,高雄縣,3.7,4.3,2.9,12.0,10.4,13.7,7.3,8.9,6.0,4.8,5.9,3.3,3.2,4.1,1.7,2.3,2.8,1.4,2.3,2.9,1.3,3.0,3.3,2.5,2.8,4.2,0.1,1.9,2.9,0.2,0.4,0.3,0.5,1.2,1.6,0
88,屏東縣,2.2,2.5,1.6,10.0,10.2,9.8,5.9,7.3,4.6,2.9,3.5,1.9,2.4,2.8,1.5,1.4,2.0,0.3,0.9,1.3,0.3,0.8,0.9,0.5,1.1,1.6,0,0.2,0.3,0,0.2,0.2,0,0.8,1.1,0
88,澎湖縣,1.2,1.1,1.4,5.2,8.7,2.7,3.3,3.7,3.1,1.3,0.1,3.5,1.2,1.7,0,0.8,0.7,0.9,0.1,0.2,0,0,0,0,0.4,0.5,0,3.5,4.4,0,0,0,0,0,0,0
88,東部區域,3.3,3.6,2.8,11.8,11.4,12.1,8.5,10.8,6.5,3.4,3.0,4.2,2.1,2.9,0.6,2.9,3.0,2.6,3.1,4.1,1.2,1.7,2.6,0.2,1.7,2.5,0.3,0.8,1.2,0,0.7,1.0,0,0.5,0.5,0.4
88,臺東縣,2.8,3.3,2.0,14.5,13.1,16.4,7.7,10.5,5.1,2.3,2.4,2.3,1.7,2.4,0,2.4,3.1,0.7,2.6,3.8,0.4,1.7,2.5,0.5,0.6,0.8,0.3,0.2,0.4,0,0.2,0.4,0,0.2,0,0.6
88,花蓮縣,3.7,3.9,3.3,9.6,9.9,9.3,9.1,11.1,7.5,4.3,3.5,5.5,2.5,3.2,1.0,3.2,2.9,3.8,3.4,4.3,1.7,1.8,2.8,0,2.6,3.7,0.3,1.2,1.7,0,1.2,1.6,0,0.9,1.2,0
89,臺灣地區,2.99,3.36,2.44,9.04,8.73,9.42,6.89,8.31,5.78,3.77,4.19,3.24,2.59,3.07,1.87,2.24,2.82,1.32,1.98,2.54,1.09,1.93,2.55,0.85,1.85,2.44,0.63,1.61,2.06,0.48,0.92,1.19,0.16,0.24,0.28,0.09
89,北部區域,2.7,3.1,2.3,7.5,7.6,7.5,6.1,7.4,5.2,3.5,3.8,3.2,2.4,2.7,1.9,2.1,2.5,1.4,1.9,2.4,1.2,2.0,2.5,1.1,1.6,2.1,0.7,1.6,2.1,0.1,1.1,1.3,0.3,0.5,0.5,0.4
89,臺北市,2.7,2.9,2.5,8.0,7.5,8.5,7.4,8.0,7.1,4.3,4.6,4.1,2.9,3.7,2.1,2.2,2.5,1.7,1.5,1.8,1.2,1.7,2.2,1.1,1.3,1.6,0.6,1.2,1.6,0.2,1.0,1.2,0.2,0.5,0.4,1.2
89,基隆市,4.2,4.6,3.5,13.0,14.8,11.0,11.0,14.7,8.7,4.0,4.6,3.3,2.7,2.7,2.6,3.2,4.1,1.9,2.8,3.4,1.7,3.0,3.7,1.8,2.6,3.5,0.6,2.0,2.6,0,2.9,3.8,0,0,0,0
89,新竹市,2.7,3.4,1.8,8.3,8.2,8.4,4.5,5.9,3.6,2.7,2.9,2.5,2.0,2.8,1.0,2.0,2.8,0.9,2.5,3.8,0.7,3.3,4.7,1.4,1.4,2.2,0.2,0.8,1.1,0.3,1.5,2.0,0.5,0.6,0.8,0
89,臺北縣,3.0,3.3,2.4,7.8,8.2,7.2,6.3,7.7,5.2,3.5,3.9,3.0,2.4,2.6,2.3,2.0,2.5,1.3,2.2,2.7,1.4,2.2,2.8,1.1,2.2,2.8,1.0,2.0,2.8,0,1.0,1.3,0,0.5,0.6,0
89,宜蘭縣,3.6,3.9,3.2,10.6,5.9,17.6,5.0,6.8,3.6,5.0,5.2,4.8,3.6,4.0,2.8,2.9,3.5,1.9,2.6,2.7,2.2,2.8,3.7,1.2,2.2,2.6,1.4,3.2,4.1,0.7,1.6,1.5,1.9,0.5,0.3,1.4
89,桃園縣,2.0,2.3,1.7,4.7,4.7,4.8,4.5,5.2,3.9,2.7,2.9,2.5,1.3,1.6,0.8,1.5,2.0,0.7,1.6,2.1,0.9,1.5,1.9,0.8,0.7,0.9,0.2,0.7,0.9,0,1.1,1.3,0,0.6,0.7,0
89,新竹縣,1.7,2.0,1.2,6.2,8.4,3.5,4.6,7.3,2.7,0.8,0.8,0.9,1.6,1.9,1.3,2.3,2.6,1.8,0.8,1.1,0.2,0.4,0.7,0,1.0,1.5,0,1.3,1.8,0.0,0,0,0,0,0,0
89,中部區域,2.9,3.1,2.5,8.9,8.7,9.1,7.1,8.4,6.0,3.6,3.7,3.3,2.4,2.9,1.7,2.2,2.6,1.4,1.6,2.2,0.6,1.5,1.9,0.7,1.8,2.4,0.5,1.6,1.9,0.8,0.9,1.1,0.2,0.1,0.1,0
89,臺中市,3.3,3.8,2.6,11.8,10.7,13.3,7.0,8.3,6.0,4.4,4.7,4.1,2.9,4.0,1.6,2.9,3.3,2.3,1.9,2.9,0.5,2.1,3.1,0.5,2.1,3.0,0.4,1.5,1.5,1.5,0.3,0.4,0,0.1,0.1,0
89,苗栗縣,2.7,3.1,1.9,7.9,9.4,6.2,5.4,7.4,3.8,3.0,2.8,3.2,2.8,3.6,1.3,1.9,2.9,0.1,1.9,2.6,0.9,1.5,1.7,1.1,2.1,2.8,0.8,2.0,2.5,0,1.3,1.0,2.6,0,0,0
89,臺中縣,3.5,3.7,3.2,8.6,8.3,9.1,9.0,10.0,8.2,4.3,4.8,3.7,2.3,2.4,2.1,2.3,2.8,1.6,2.0,2.9,0.5,1.9,2.5,0.8,2.5,3.1,1.2,1.7,2.0,0.7,1.0,1.3,0,0,0,0
89,彰化縣,1.7,1.7,1.6,4.1,3.6,4.7,4.7,5.4,4.1,1.6,1.4,2.0,1.4,1.5,1.0,1.1,1.5,0.3,1.4,1.6,0.9,0.3,0.4,0,1.4,1.9,0,0.8,0.9,0.5,1.2,1.5,0,0,0,0
89,南投縣,3.8,4.4,2.9,13.7,15.3,11.4,8.1,11.1,5.2,5.8,6.7,4.4,4.4,5.2,3.0,2.9,3.2,2.5,1.2,1.6,0.7,1.7,2.0,1.0,1.3,2.0,0,3.8,4.3,2.7,0.4,0.7,0,0,0,0
89,雲林縣,2.6,2.7,2.4,13.2,11.6,15.2,7.8,9.2,6.4,3.2,3.3,3.2,2.0,2.2,1.5,2.0,2.3,1.2,1.0,1.2,0.4,1.3,1.5,1.0,0.9,1.3,0,0.9,1.4,0,0.5,0.8,0,0.2,0.3,0
89,南部區域,3.4,3.9,2.6,11.4,10.5,12.5,7.5,9.1,6.3,4.4,5.3,3.3,3.1,3.8,1.9,2.5,3.4,1.0,2.3,2.9,1.2,2.2,3.1,0.6,2.2,2.9,0.8,1.6,2.1,0.6,0.8,1.1,0.1,0.2,0.3,0
89,高雄市,3.8,4.4,2.9,10.6,6.9,14.3,7.4,9.6,5.9,5.8,7.2,4.2,3.5,4.1,2.6,3.4,4.5,1.8,1.9,2.7,0.6,2.1,3.1,0.5,2.8,3.7,1.0,1.8,2.0,0.8,1.5,2.0,0,0.6,0.8,0
89,嘉義市,3.0,3.6,2.1,12.0,14.6,8.0,7.7,6.6,8.5,4.1,4.9,3.1,2.1,3.0,0.8,1.7,2.5,0.4,2.6,3.8,0.5,2.5,3.8,0.1,1.3,1.9,0.2,0.8,1.2,0,1.7,1.7,1.6,0,0,0
89,臺南市,4.1,4.8,3.1,8.5,9.6,7.3,9.4,13.3,6.9,6.2,6.9,5.5,3.8,4.1,3.3,2.8,4.5,0.4,2.0,2.3,1.5,3.0,3.6,2.0,3.4,4.5,1.3,3.1,4.3,0.5,0.4,0.6,0,0,0,0
89,嘉義縣,2.8,3.1,2.1,11.4,11.2,11.7,5.7,7.2,4.5,3.4,3.9,2.6,2.5,2.9,1.5,1.9,2.2,1.1,2.1,2.5,1.1,2.5,3.6,0.4,2.8,3.5,1.5,0.5,0.8,0,0.3,0.4,0,0,0,0
89,臺南縣,3.3,3.9,2.4,14.5,12.6,16.8,7.6,9.5,6.2,3.2,4.6,1.2,2.9,4.0,1.2,2.1,2.7,0.8,3.5,4.3,1.9,2.0,2.5,1.1,2.2,2.7,1.0,1.6,2.0,0.7,1.2,1.6,0.1,0.2,0.3,0
89,高雄縣,3.9,4.6,3.0,11.1,12.8,9.5,8.9,9.2,8.5,4.4,5.0,3.5,3.6,4.7,1.8,3.3,4.4,1.4,2.3,2.6,1.8,3.0,4.7,0.4,1.9,2.7,0.5,1.8,2.7,0,1.0,1.5,0.2,0.1,0.2,0
89,屏東縣,2.2,2.5,1.7,11.7,7.3,16.4,5.2,6.6,3.9,3.0,3.6,1.9,2.2,2.8,1.0,1.2,1.6,0.3,1.7,2.2,0.7,0.8,1.3,0,0.5,0.8,0,1.3,1.3,1.4,0.1,0.2,0,1.0,1.3,0
89,澎湖縣,1.6,1.8,1.2,5.2,8.6,0,7.6,13.0,4.2,2.1,2.3,1.7,0.7,0.9,0.3,0.6,0.8,0.2,1.0,1.1,0.8,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
89,東部區域,3.6,4.2,2.6,8.8,9.1,8.5,9.3,12.5,6.6,3.0,3.3,2.5,2.4,2.6,2.1,3.2,3.7,2.3,3.5,5.0,1.2,2.1,2.8,0.8,2.5,3.8,0,2.5,3.2,1.0,1.3,1.9,0,0,0,0
89,臺東縣,3.1,3.7,2.1,9.3,8.3,10.3,7.6,10.2,5.2,2.8,3.7,1.2,1.6,1.9,1.1,2.6,2.7,2.6,3.3,4.6,1.3,2.3,3.4,0.5,2.2,3.5,0,2.3,2.6,1.9,1.2,1.9,0,0,0,0
89,花蓮縣,3.9,4.5,2.9,8.4,9.7,6.9,10.5,14.3,7.5,3.2,3.1,3.5,3.0,3.1,2.8,3.6,4.4,2.1,3.7,5.3,1.0,1.9,2.3,1.0,2.6,4.0,0,2.6,3.7,0,1.4,1.8,0,0,0,0
90,臺灣地區,4.57,5.16,3.71,13.64,12.93,14.43,9.65,11.17,8.49,5.46,6.47,4.21,4.19,5.02,2.97,3.72,4.68,2.26,3.36,4.22,2.01,3.34,4.18,1.92,3.08,3.86,1.50,2.41,3.01,0.89,1.33,1.60,0.55,0.06,0.05,0.08
90,北部區域,4.5,5.1,3.6,12.8,12.9,12.7,9.1,10.8,7.8,5.1,6.1,4.1,3.9,4.8,2.7,3.7,4.6,2.5,3.4,4.3,2.1,3.5,4.3,2.4,3.1,3.9,1.6,3.1,3.7,1.6,1.9,2.2,0.9,0.1,0.1,0
90,臺北市,3.9,4.6,3.1,16.4,20.3,12.3,9.9,11.6,8.9,5.1,5.9,4.2,4.1,5.2,2.9,3.5,4.9,1.8,2.9,3.7,1.8,3.1,3.9,2.0,2.1,2.8,0.9,1.9,1.4,3.1,0.7,0.9,0,0,0,0
90,基隆市,5.1,5.2,5.1,16.5,13.3,19.6,9.1,11.7,7.3,6.8,6.6,7.0,5.3,5.3,5.3,4.1,3.9,4.3,3.9,4.8,2.4,2.6,2.7,2.4,3.0,3.3,2.3,3.7,5.1,0,4.5,5.9,0,0,0,0
90,新竹市,4.3,5.4,3.0,4.3,3.8,4.9,9.5,13.2,7.0,5.0,6.6,3.4,3.0,4.4,1.2,3.5,4.4,2.4,2.8,3.2,2.3,5.0,6.9,2.1,3.7,4.3,2.7,4.7,5.9,2.2,5.1,5.0,5.3,0.1,0.1,0
90,臺北縣,4.9,5.6,3.9,13.0,14.0,11.8,9.0,10.5,7.8,5.3,6.2,4.2,4.0,4.8,2.9,3.9,4.7,2.8,3.9,4.8,2.5,3.9,4.7,2.7,3.7,4.8,1.5,3.6,4.6,0.7,3.2,3.9,1.4,0,0,0
90,宜蘭縣,5.0,5.9,3.5,8.9,7.0,11.8,8.7,9.0,8.5,5.5,7.0,3.5,4.5,5.8,2.4,4.6,5.6,3.3,4.0,5.7,1.2,4.6,6.0,2.0,3.7,4.8,1.3,7.1,9.0,1.6,0.8,0.9,0.2,0,0,0
90,桃園縣,4.3,4.7,3.8,12.6,8.3,16.4,9.0,10.8,7.7,4.7,5.5,3.7,3.2,4.2,1.9,3.4,4.1,2.5,3.1,3.7,2.1,3.5,3.9,2.8,3.6,4.1,2.6,3.2,3.7,1.5,1.1,1.3,0,0.3,0.4,0
90,新竹縣,3.8,4.7,2.4,11.6,17.5,5.1,7.0,11.0,4.3,4.1,6.1,1.8,3.3,4.2,1.9,3.7,4.7,2.1,3.3,3.9,2.4,1.7,2.0,1.3,4.2,4.7,3.2,1.1,1.4,0,0.7,0.8,0,0,0,0
90,中部區域,4.5,5.0,3.8,14.1,12.8,15.6,9.6,10.9,8.5,5.3,6.1,4.1,4.1,4.6,3.2,3.6,4.6,1.9,3.1,3.9,1.6,3.1,3.9,1.6,3.5,4.4,1.6,2.0,2.7,0.4,1.1,1.2,0.8,0.1,0,0.2
90,臺中市,4.7,5.4,3.8,15.6,14.2,17.1,9.4,10.3,8.7,6.1,8.0,3.9,4.7,4.6,4.8,4.0,5.5,2.2,3.9,5.1,2.1,2.7,3.8,1.0,3.7,4.4,2.2,1.1,1.6,0,0.8,1.1,0,0,0,0
90,苗栗縣,4.5,4.9,3.8,9.4,9.9,9.0,8.5,11.4,6.1,3.4,4.1,2.4,4.4,4.6,4.0,3.7,5.1,1.4,4.2,4.0,4.7,3.7,3.7,3.7,4.4,4.8,3.5,3.4,4.5,0.3,3.7,3.2,6.4,0,0,0
90,臺中縣,5.0,5.6,4.1,12.4,12.1,12.8,10.2,11.8,8.9,5.8,6.0,5.4,3.8,4.6,2.4,4.0,4.9,2.6,3.8,5.2,1.4,3.1,4.1,1.3,3.5,4.6,1.1,2.5,3.1,0.9,1.7,1.8,1.3,0,0,0
90,彰化縣,4.0,4.3,3.5,13.3,9.4,17.7,9.1,10.3,8.2,4.1,4.8,3.0,4.1,4.3,3.5,2.6,3.7,0.5,1.9,2.7,0.4,2.9,3.6,1.4,4.1,4.9,2.1,1.6,2.0,0.4,0.9,1.1,0,0.2,0,0.9
90,南投縣,4.9,5.5,3.8,18.2,16.7,20.7,10.4,11.3,9.6,6.0,6.8,4.8,4.5,6.2,1.4,4.5,5.6,2.4,1.4,1.8,0.6,3.4,4.2,2.1,2.9,4.2,0,3.6,4.8,0.6,0.4,0.2,0.8,0,0,0
90,雲林縣,4.1,4.3,3.7,18.6,16.9,20.6,9.3,9.8,8.8,6.0,7.2,4.0,3.1,3.7,1.8,2.8,3.3,1.6,2.7,3.1,1.9,3.2,4.0,1.6,2.3,2.9,1.2,0.8,1.3,0,0.3,0.5,0,0,0,0
90,南部區域,4.8,5.3,3.9,14.4,13.2,15.8,10.5,12.0,9.5,6.2,7.5,4.6,4.8,5.7,3.3,3.7,4.7,2.0,3.5,4.3,2.1,3.3,4.3,1.5,2.7,3.3,1.4,1.9,2.4,0.7,1.1,1.5,0.2,0.0,0.0,0
90,高雄市,5.0,5.4,4.4,11.4,8.2,15.1,11.0,12.7,9.9,7.2,8.5,5.8,5.6,6.4,4.5,3.6,4.9,1.7,3.0,3.5,2.3,3.4,4.0,2.1,2.7,3.1,1.8,2.6,3.3,0.4,1.3,1.6,0,0.2,0.2,0
90,嘉義市,4.6,5.8,2.7,12.4,11.3,13.4,8.4,14.5,4.3,7.7,10.1,4.8,3.2,4.2,1.6,3.1,3.8,2.0,3.7,5.3,1.1,3.4,4.7,1.0,4.4,4.8,3.5,4.1,5.7,0.8,1.4,1.7,0,0,0,0
90,臺南市,5.0,5.9,3.8,10.4,12.6,8.5,11.7,13.1,10.7,7.4,9.7,4.8,5.5,6.9,3.9,4.0,5.5,2.0,1.9,2.5,1.1,2.3,3.3,0.7,3.8,4.5,2.7,4.6,5.3,3.0,0.5,0.5,0.5,0,0,0
90,嘉義縣,4.0,4.4,3.3,17.0,14.9,19.3,8.6,9.9,7.5,4.7,5.4,3.5,3.6,3.9,2.8,3.4,4.2,1.4,3.9,4.7,2.2,2.7,3.3,1.3,3.0,4.3,0.3,1.2,1.8,0,0.5,0.4,0.9,0,0,0
90,臺南縣,4.7,5.4,3.5,19.3,17.1,22.5,10.2,11.7,9.0,4.9,6.1,3.4,4.4,5.4,2.8,3.9,5.3,1.4,4.2,5.3,2.3,3.4,4.5,1.3,2.4,3.0,1.3,1.4,1.8,0.8,1.8,2.7,0,0,0,0
90,高雄縣,5.1,5.4,4.6,15.3,15.5,15.1,10.2,10.2,10.2,6.2,7.5,4.6,4.3,5.0,3.0,3.6,3.6,3.8,4.4,4.8,3.6,4.3,5.8,1.9,2.8,3.3,1.7,1.0,1.4,0,0.9,1.4,0,0,0,0
90,屏東縣,4.5,5.4,3.1,12.2,10.1,15.0,11.2,13.4,9.3,5.4,6.5,3.8,5.2,6.5,2.8,3.8,5.5,0.9,3.3,5.0,0.5,2.8,3.9,0.9,1.5,2.3,0,0.9,1.0,0.5,0.7,1.1,0,0,0,0
90,澎湖縣,3.5,3.5,3.5,1.8,0,3.1,15.6,19.8,13.5,5.9,5.3,6.8,2.9,4.6,0,0.7,0.7,0.8,2.1,3.1,0.1,0.4,0.5,0,1.7,2.5,0,0.2,0.3,0,2.4,2.9,0,0,0,0
90,東部區域,4.8,5.4,3.7,13.1,13.3,12.9,9.9,11.1,8.9,4.9,5.8,3.6,4.5,5.5,2.7,5.0,5.6,4.0,4.2,5.2,2.6,3.2,4.2,1.4,2.5,3.7,0.3,2.7,4.0,0.1,0.8,1.1,0,0.5,0.7,0
90,臺東縣,4.3,5.2,3.0,10.9,10.8,11.1,9.1,11.9,6.4,4.5,5.1,3.5,4.0,5.8,0.8,5.2,5.3,5.1,3.8,4.8,2.2,2.7,4.1,0.5,1.4,1.9,0.7,3.5,5.7,0,0,0,0,0.7,0.9,0
90,花蓮縣,5.1,5.6,4.3,15.2,15.3,15.0,10.6,10.6,10.6,5.3,6.3,3.7,4.9,5.4,4.1,4.9,5.9,3.1,4.5,5.5,2.8,3.5,4.2,2.0,3.3,5.0,0,2.1,2.8,0.2,1.6,2.0,0,0.4,0.4,0
